username,score,at,content,thumbsupcount,has_pembayaran,has_driver,has_aplikasi,has_harga,has_layanan,has_order,has_waktu,has_lokasi,has_komunikasi,has_umum,clean_text,label
Idin Gans,2,2025-09-07 06:03:45,aplikasi kurang masa mesen makan lama dpt delivery nya 3kli saya batalin,0,0,0,0,0,0,0,1,0,0,0,aplikasi mesen makan dpt delivery nya kli batalin,netral
Y U S R I Z A L,3,2025-09-07 05:01:36,tlong komisi dari apk di rendahkan lagi terlalu tinggi persenan komisi nya itu kasian driver pihak apk dan driver kan sling membutuhkan ayo lah mereka juga btuh biaya servis kendaraan dll terima kasih,0,0,1,0,1,0,0,0,0,0,0,tlong komisi apk rendahkan persenan komisi nya kasian driver apk driver sling membutuhkan ayo btuh biaya servis kendaraan dll terima kasih,netral
Raden Baghoes Julianto,5,2025-09-07 04:38:54,hallo semua yuk buruan ramaikan perjalanan kamu dengan nyaman dan rama jangan sampai ketinggalan habis promo lagi banyak discon 200k potongan dari saldo secara otomatis yuk buruan pakai maximnya kakak,0,1,0,0,1,1,0,0,0,0,0,hallo yuk buruan ramaikan perjalanan nyaman rama ketinggalan habis promo discon k potongan saldo otomatis yuk buruan pakai maximnya kakak,netral
AxonAccel Go,1,2025-09-07 04:04:04,ga aman,0,0,0,0,0,1,0,0,0,0,0,ga aman,netral
fajar agus,4,2025-09-07 02:50:31,maps harap diperbaiki lagi,0,0,0,1,0,0,0,0,1,0,0,maps harap diperbaiki,netral
Haogo Laia,5,2025-09-07 02:20:38,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Rosma Wati,5,2025-09-07 01:59:38,oke,0,0,0,0,0,0,0,0,0,0,0,oke,netral
Andreas Irwandi,1,2025-09-07 01:58:19,penumpang yang pake maxim kebanyakan orang2 dengan karakter pelit,0,0,0,0,0,0,0,0,0,0,0,penumpang pake maxim kebanyakan orang karakter pelit,netral
Rezeki Lancar,1,2025-09-07 01:54:24,untuk area bogor maxim nya pada angkuh tidak layak di kasih bintang 5 terutama banyak menolak orderan untuk para driver,2,0,1,0,0,0,0,0,0,0,0,area bogor maxim nya angkuh layak kasih bintang menolak orderan driver,netral
Tulung Selapan,1,2025-09-07 01:50:32,seenaknya sudah jalan rubah tarif tanpa konfirmasi,0,0,0,0,1,0,0,0,0,0,0,jalan rubah tarif konfirmasi,netral
sari moccacino,1,2025-09-07 01:30:16,dialihkan ke tunai trussss sy adukan ke ylki saldo kas pro ada loh,0,1,0,0,0,0,0,0,0,0,0,dialihkan tunai trussss sy adukan ylki saldo kas pro loh,netral
Gabriela Alice rerung,1,2025-09-06 23:13:27,nggak usah pakai ewallet kalau driver nggak mau di bayar pakai ewallet malah di mintain uang cas lagi percuma,0,1,1,0,0,0,0,0,0,0,0,nggak pakai ewallet driver nggak bayar pakai ewallet mintain uang cas,netral
Fathan Muhjab,1,2025-09-06 22:56:44,driverny gajelas,0,0,0,0,0,0,0,0,0,0,0,driverny gajelas,netral
Yooo Yaaa,2,2025-09-06 21:56:45,tidak bisa e walet nya cacad ini apk,0,0,0,1,0,0,0,0,0,0,0,e walet nya cacad apk,netral
rizki adzisar,2,2025-09-06 21:47:15,buat maxim sebaik nya putus mitra dengan kaspro itu aplikasi maling banyak kejadian udah transaksi saldo terpotong tapi uang gak pernah masuk bayar ojol saldo kepotong tapi di aplikasi driver pembayaran jadi tunai saldo hilang belanja pulsa dari aplikasi saldo kepotong tapi pulsa gak pernah masuk saldo gak pernah bisa di tarik karena verifikasi gak pernah berhasil gak bisa buat isi saldo driver banyak lagi keluhan dari orang2 yamg saya dengar pihak maxim tolong sesekali dengar keluhan,0,1,1,0,0,0,1,0,0,0,0,maxim nya putus mitra kaspro aplikasi maling kejadian udah transaksi saldo terpotong uang gak masuk bayar ojol saldo kepotong aplikasi driver pembayaran tunai saldo hilang belanja pulsa aplikasi saldo kepotong pulsa gak masuk saldo gak tarik verifikasi gak berhasil gak isi saldo driver keluhan orang yamg dengar maxim tolong dengar keluhan,netral
Noval Verdian,5,2025-09-06 20:01:08,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
Rizal Een,1,2025-09-06 17:47:24,gak bisa dibuka goblog,0,0,0,0,0,0,0,0,0,0,0,gak dibuka goblog,netral
Adawiah,3,2025-09-06 16:14:08,perbaiki lagi lahh maps nya susah bnget,0,0,0,1,0,0,0,0,1,0,0,perbaiki lahh maps nya susah bnget,tidak puas
Mala Dewi,5,2025-09-06 15:14:44,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Aji zainal abidin,1,2025-09-06 15:11:01,jelek,0,0,0,0,0,0,0,0,0,0,1,jelek,tidak puas
Novie Afriandi Pinaria,4,2025-09-06 13:19:29,aplikasi sering log out saat di gunakan tolong di perbaiki terima kasih,1,0,0,0,0,0,0,0,0,0,0,aplikasi log out tolong perbaiki terima kasih,netral
Susanto Santo,1,2025-09-06 13:12:32,kasih bintang 1 karena hanya bisa bayar pakai cash gak bisa online atau transfer gak bermutu peyy bodo,0,1,0,0,0,0,0,0,0,0,0,kasih bintang bayar pakai cash gak online transfer gak bermutu peyy bodo,netral
Almen Tanaem,3,2025-09-06 12:59:03,apk bagus tapi kalau bisa pesan makan jangan pakai bahasa inggris yah soalnya saya pesan ayam lalapan yang datang sate babi,1,0,0,0,0,0,1,0,0,1,1,apk bagus pesan makan pakai bahasa inggris yah pesan ayam lalapan sate babi,puas
Ade Rasya,1,2025-09-06 12:05:39,apalah top up kaspro kena potongan anjir kalau emang ada potongan bilang dari awal babi kita udah bayar di gerai kena pajak pas masuk di kaspro malah dipotong lagi emang lawak maruk,0,1,0,0,1,0,0,0,0,0,1,apalah top up kaspro kena potongan anjir emang potongan bilang babi udah bayar gerai kena pajak pas masuk kaspro dipotong emang lawak maruk,netral
Diana Novita,1,2025-09-06 12:04:18,jelek bgt apk ini ya ampun adain fitur batal pesanan kalo gak mumpuni toh kurirnya juga susah bgt nemunya sampai muak nungguin pencarian kurir muluuu hadehhh,1,0,1,1,0,0,1,0,0,0,1,jelek bgt apk ya ampun adain fitur batal pesanan kalo gak mumpuni kurirnya susah bgt nemunya muak nungguin pencarian kurir muluuu hadehhh,tidak puas
Alvin Pratama,2,2025-09-06 11:57:34,untuk titik penjemputan sangat sulit maps berantakan sulit mencari nama jalan,0,0,0,1,0,0,0,0,1,0,0,titik penjemputan sulit maps berantakan sulit mencari nama jalan,netral
Vey Nur,5,2025-09-06 10:23:47,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
siswo wiyoto,5,2025-09-06 10:21:15,,0,0,0,0,0,0,0,0,0,0,0,,netral
esa andini,1,2025-09-06 10:10:46,di notifikasi driver sampai dalam 2 menit pas udah keluar eh ternyata sampai 10 menit baru sampai php jenis motor juga ga dikasih tau motor apa aja ga kaya gojek,0,0,1,0,0,0,0,0,0,1,0,notifikasi driver menit pas udah eh menit php jenis motor ga dikasih tau motor aja ga kaya gojek,netral
Agus Suhendri,1,2025-09-06 09:50:47,kacau kode sms ga masuk2 aneh,0,0,0,0,1,0,0,0,0,0,0,kacau kode sms ga masuk aneh,netral
Yohan Bahan,1,2025-09-06 09:40:50,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Deri Wisnu,3,2025-09-06 07:29:26,untuk order telah berangkat chairul arief dhani dengan motorcycle warna putih nopol b3632ulf rating 4 85 m888,0,0,0,0,0,0,1,0,0,0,0,order berangkat chairul arief dhani motorcycle warna putih nopol bulf rating m,netral
Yolan Alpi Pratiwi,1,2025-09-06 07:04:14,iklan nya horor,0,0,0,0,0,0,0,0,0,0,0,iklan nya horor,netral
Rukimah Rukimah,5,2025-09-06 06:11:10,bos mudah an bisa lancar gunakan aplikasi nya,0,0,0,0,0,0,0,0,0,0,0,bos mudah an lancar aplikasi nya,netral
quiinzaael,4,2025-09-06 05:55:07,tolong ya fitur batalin makanannya di adakan soalnya udah 30 menit an ga ada pelaksanaannya kan jadi lama menunggu udah lah fitur gajadi gaada,1,0,0,1,0,0,0,1,0,0,0,tolong ya fitur batalin makanannya adakan udah menit an ga pelaksanaannya menunggu udah fitur gajadi gaada,netral
teguh santoso,5,2025-09-06 05:43:58,very good,0,0,0,0,0,0,0,0,0,0,0,very good,netral
ulfah2 Sodiqi,4,2025-09-06 05:42:55,riwayat orderan ojol nya kok skrg gak ada,0,0,0,0,0,0,0,0,0,0,0,riwayat orderan ojol nya skrg gak,netral
Putra Sikumbang06,5,2025-09-06 05:33:48,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
mar diana,5,2025-09-06 03:11:43,sangat bagus menggunakan transportasi tepat waktu di antara di tempat yang di tuju,0,0,0,0,0,0,0,0,0,0,1,bagus transportasi tuju,puas
Ridi Nuriman,1,2025-09-06 02:53:39,otp gak di kirim kirim ke mana lu,0,0,0,0,0,0,0,0,0,0,0,otp gak kirim kirim lu,netral
Mich Tipal,5,2025-09-06 02:34:35,coba dulu,0,0,0,0,0,0,0,0,0,0,0,coba,netral
Ade Selly,5,2025-09-06 02:26:53,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
Aprina Nazmi,2,2025-09-06 01:57:26,tolong semua driver anda di ajari buat atitude nya ya minus semua atitude ny awal ny suka make maxim makin ksni driver ny makin pinter2 omgan nya,0,0,1,0,0,0,0,0,0,0,1,tolong driver ajari atitude nya ya minus atitude ny ny suka make maxim ksni driver ny pinter omgan nya,puas
Mr Hn,1,2025-09-06 00:29:46,aplikasi hanya jual atribut,0,0,0,0,0,0,0,0,0,0,0,aplikasi jual atribut,netral
Memet,5,2025-09-06 00:28:00,luar biasa,0,0,0,0,0,0,0,0,0,0,0,,netral
Erwin Setiawan,5,2025-09-06 00:26:39,good apk,0,0,0,0,0,0,0,0,0,0,0,good apk,netral
Neni Mulyani,5,2025-09-05 23:59:09,oke good job,0,0,0,0,0,0,0,0,0,0,0,oke good job,netral
Indra Azhe,1,2025-09-05 22:56:43,apk yg g jelas isi saldo ajh lama mesti nunggu berjam2 gak bisa buat nelfon juga kurang modal apa gimana gimana mau bersaing sma yg lain ketinggalan srmua g jelas,0,1,0,0,0,0,0,1,0,0,0,apk yg g isi saldo ajh mesti nunggu berjam gak nelfon modal gimana gimana bersaing sma yg ketinggalan srmua g,netral
Edo Cahyadi,5,2025-09-05 17:02:17,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Jefri Adiputra23,5,2025-09-05 15:34:34,oke,0,0,0,0,0,0,0,0,0,0,0,oke,netral
Muhammad Rosyid,1,2025-09-05 15:33:55,pesanan makanan yang masih nyari pengantar malah ga bisa dibalatin asu,1,0,0,0,0,0,1,0,0,0,0,pesanan makanan nyari pengantar ga dibalatin asu,netral
Fan Nia,5,2025-09-05 15:02:08,tolong diperhatikan setiap kali top up kasspro lama sekali masuknya bisa berjam2,0,0,0,0,0,0,0,1,0,0,1,tolong diperhatikan kali top up kasspro masuknya berjam,netral
Adelia Hartini,5,2025-09-05 14:00:13,kenapa saya tidak bisa buka aplikasi maxim dan tidak dapat kode promo,0,0,0,1,1,0,0,0,0,0,0,buka aplikasi maxim kode promo,netral
Kantor Hukum,5,2025-09-05 13:58:29,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Aldi Kayy,1,2025-09-05 11:58:33,metode e wallet nya jelek scam nipu saldo driver di tahan 5 bulan proses premium gak kelar kelar login ke aplikasi nya juga kaga beres lu cuman fokus jualan jaket di banding kesejahteraan driver,0,1,1,1,0,0,0,0,0,0,1,metode e wallet nya jelek scam nipu saldo driver tahan proses premium gak kelar kelar login aplikasi nya kaga beres lu cuman fokus jualan jaket banding kesejahteraan driver,tidak puas
MAMAN,1,2025-09-05 11:30:43,transportasi maxim itu tidak ada asuransinya kalau terjadi di jalan apakah pelanggan mendapatkan asuransi kecelakaan kirim barang kalau barang jatuh atau hilang apakah pelanggan mendapatkan asuransi memang tarif sangat murah dan menyiksa driver tagih tunai 11500 pelanggan bayar 12000 tagih tunai 11500 pelanggan bayar 15000 pelanggan minta kembaliannya 95 pelanggan maxim pelit kikir dan tidak mempunyai rasa kemanusiaan,0,1,1,0,1,0,1,0,0,0,0,transportasi maxim asuransinya jalan pelanggan asuransi kecelakaan kirim barang barang jatuh hilang pelanggan asuransi tarif murah menyiksa driver tagih tunai pelanggan bayar tagih tunai pelanggan bayar pelanggan kembaliannya pelanggan maxim pelit kikir kemanusiaan,puas
Husnulrahmi Idris,2,2025-09-05 10:23:11,untuk menghubungkan ke kaspro nya sangat susah sms notifikasinya tidak masuk2 jadi tidak bisa pakai non tunai tolong perbaiki,0,1,0,1,0,0,0,0,0,0,0,menghubungkan kaspro nya susah sms notifikasinya masuk pakai non tunai tolong perbaiki,tidak puas
Delfita Sagala,2,2025-09-05 09:57:16,kode promonya aku buat maxx kok ga bisa yah,0,0,0,0,1,0,0,0,0,0,0,kode promonya maxx ga yah,netral
puspita,1,2025-09-05 09:48:51,saya ngirim saldo dari gopay dan jelas tidak ada biaya admin namun saat saya periksa saldo kaspro saya tanpa adanya pemberitahuan transferan masuk saldo dikaspro saya kurang dari yang seharusnya dikirim dan sekarang jadinya percuma saya transfer karena saldonya kurang dari yang seharusnya,7,1,0,0,1,0,0,0,0,0,0,ngirim saldo gopay biaya admin periksa saldo kaspro pemberitahuan transferan masuk saldo dikaspro dikirim transfer saldonya,netral
Amelia,3,2025-09-05 09:15:54,kadang mapsnya suka gajalan dan suka error ke logout sendiri kasian drivernya sama customernya yang nungguin tolong perbaiki dong,0,0,0,1,0,0,0,0,0,0,1,kadang mapsnya suka gajalan suka error logout kasian drivernya customernya nungguin tolong perbaiki,puas
Murni Dahlena,1,2025-09-05 09:08:13,kenapa sih maxim susah banget dihubungin gak ada nomor kontak call langsung ke csnya saya udah chat di dukungan tapi gak ada respon sama sekali orderan saya tiba tiba hilang dan kalau semisal di cancel harusnya ada historinya ini gak ada prodak saya udah di pick up driver jadi gimana saya komplain kalau gak ada yang bisa saya hubungin,0,1,1,0,0,0,1,0,0,1,0,sih maxim susah banget dihubungin gak nomor kontak call langsung csnya udah chat dukungan gak respon orderan hilang cancel historinya gak prodak udah pick up driver gimana komplain gak hubungin,tidak puas
demas triantana,5,2025-09-05 08:24:02,sering eror mulu maxim sekarang,0,0,0,0,0,0,0,0,0,0,0,eror mulu maxim,netral
Zahra Alia,4,2025-09-05 08:08:10,apk oke banyak alamat yang bisa di jangkau tapi kadang driver yang datang ga sesuai sama deskripsi di apk nya mulai dari plat nomor sampai pengemudi mohon di perbaiki lagi demi keamanan dan kenyamanan customer,11,0,1,0,0,1,0,0,0,0,0,apk oke alamat jangkau kadang driver ga sesuai deskripsi apk nya plat nomor pengemudi mohon perbaiki keamanan kenyamanan customer,netral
rapael naren,1,2025-09-05 06:52:12,aplikasi tolol di tunggu nomor verifikasi kagak ada 3x udah nyoba sama aja,0,0,0,0,0,0,0,0,0,0,0,aplikasi tolol tunggu nomor verifikasi kagak x udah nyoba aja,netral
ATIONG Chen72,5,2025-09-05 06:17:10,knpa gk bisa bukak,0,0,0,0,0,0,0,0,0,0,0,knpa gk bukak,netral
Jack Karbulator,3,2025-09-05 05:48:04,ngisi saldo di maksim masuknya lama banget,0,1,0,0,0,0,0,1,0,0,0,ngisi saldo maksim masuknya banget,netral
イグリスIgris,2,2025-09-05 04:59:40,menunggu drivernya kadang lewat dari yang sudah tertera di aplikasinya dibilang 2 menit lah padahal bisa ampe 5 menit nyampenya,0,0,0,0,0,0,0,1,0,0,0,menunggu drivernya kadang tertera aplikasinya dibilang menit ampe menit nyampenya,netral
Melfy Putri,3,2025-09-05 04:27:53,halo kak knp di apk nya sekarang tidak terterang riwayat transaksinya ya tolong dibantu dong kak,0,0,0,0,0,0,0,0,0,0,0,halo kak knp apk nya terterang riwayat transaksinya ya tolong dibantu kak,netral
Rina Indrawati,5,2025-09-05 03:12:05,,0,0,0,0,0,0,0,0,0,0,0,,netral
Nursiya Nursiya,5,2025-09-05 02:40:30,bagus sekali,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Epin Pahrudin,1,2025-09-05 02:16:30,apk tertololll sumpah mau login aja susah amat ngga dikirim kode verifikasinya tiap hari nyoba ga dikirim2 sampe 3 nomor sehari udah batas harian semua apk ga jelas mending pke grab login mudah bisa pake google disini pake nomor abis itu susah kcewa sama inni apk,0,0,0,1,1,0,0,0,0,0,0,apk tertololll sumpah login aja susah ngga dikirim kode verifikasinya nyoba ga dikirim sampe nomor sehari udah batas harian apk ga mending pke grab login mudah pake google pake nomor abis susah kcewa inni apk,tidak puas
chika Chii,5,2025-09-05 01:30:17,sangat membanti,0,0,0,0,0,0,0,0,0,0,0,membanti,netral
Sahrudin Hamzah,5,2025-09-05 01:00:43,aplikasi taxxe dan ojek online yg murah dan ramah mudah penggunaanya,1,0,1,0,1,1,0,0,0,0,0,aplikasi taxxe ojek online yg murah ramah mudah penggunaanya,puas
Asni Monoarfa,5,2025-09-05 00:53:33,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Kise Ryouta,5,2025-09-04 23:44:32,murahhh bet tampa diskon,0,0,0,0,1,0,0,0,0,0,0,murahhh bet tampa diskon,puas
Sakimputra petir,1,2025-09-04 23:33:47,pengemudi minta tambahan lagi tidak sesuai sama yg di aplikasinya banyak berhentinya kita buru buru malah kebanyakan berhenti di aplikasi suruh bayar 32 500 berarti pulang pergi kan 65000 malah nambah jadi 100 000 sangat kecewa sama maxim,0,1,1,0,1,0,1,0,0,0,1,pengemudi tambahan sesuai yg aplikasinya berhentinya buru buru kebanyakan berhenti aplikasi suruh bayar pulang pergi nambah kecewa maxim,tidak puas
Reyina Mooduto,5,2025-09-04 23:14:21,mempermudah pemesanan gak banyak embel embelnya dibuat langsung ngerti sama fiturnya nice banget,3,0,0,0,0,0,0,0,0,0,0,mempermudah pemesanan gak embel embelnya langsung ngerti fiturnya nice banget,netral
Tar Jo,3,2025-09-04 23:03:57,dowlond nya lamaaaa bgt,0,0,0,0,0,0,0,0,0,0,0,dowlond nya lamaaaa bgt,netral
Dadi Gunawan,5,2025-09-04 20:46:51,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Iqbal Maulana,1,2025-09-04 20:31:27,didaerah saya banyak driver maxim yang gk sesuai peraturan minta lanjut order di wa dan harga dinaikin dari yang telah ditetapkan aplikasi maxim itu sendiri tolong di benahi soalnya udah gak satu dua kali driver nakal mematok harga sendiri dari yang telah ditentukan oleh apk,0,0,1,0,1,0,1,0,0,0,0,didaerah driver maxim gk sesuai peraturan order wa harga dinaikin ditetapkan aplikasi maxim tolong benahi udah gak kali driver nakal mematok harga ditentukan apk,netral
Lieya Nie,5,2025-09-04 18:54:40,pembaruan aplikasi data,0,0,0,0,0,0,0,0,0,0,0,pembaruan aplikasi data,netral
Duren Terusan,5,2025-09-04 17:49:03,saya otorisasi ko ga bisa bisa ya mohon bantuannya maxim,0,0,0,0,0,0,0,0,0,0,0,otorisasi ko ga ya mohon bantuannya maxim,netral
Jack Tobing,1,2025-09-04 16:17:10,driver mobil terlalu sombong hanya karena hujan ongkos kecil tidak di ambil,1,0,1,0,1,0,0,0,0,0,0,driver mobil sombong hujan ongkos ambil,netral
rendi Sabana,5,2025-09-04 15:29:45,aplikasi ya sangat bagus banget gk nyesal poko nya download aplikasi ini,0,0,0,0,0,0,0,0,0,0,1,aplikasi ya bagus banget gk nyesal poko nya download aplikasi,puas
Amat Amattea,5,2025-09-04 14:44:35,kerenn banget,0,0,0,0,0,0,0,0,0,0,0,kerenn banget,netral
Nurwfahmi,5,2025-09-04 13:18:28,good j,0,0,0,0,0,0,0,0,0,0,0,good j,netral
Naisyahla Kenay,5,2025-09-04 13:05:40,bagus ojol nya ramah,0,0,0,0,0,1,0,0,0,0,1,bagus ojol nya ramah,puas
Nuraini Apriyanti,1,2025-09-04 11:33:20,ini aplikasi bener gak sih dapet kode otp tapi wanya biasa gak busines pas dimasukin otp langsung keluar dari aplikasi truss disuruh login lagi,0,0,0,1,1,0,0,0,0,0,0,aplikasi bener gak sih dapet kode otp wanya gak busines pas dimasukin otp langsung aplikasi truss disuruh login,netral
RIOKO,5,2025-09-04 11:30:59,bermanfaat at,0,0,0,0,0,0,0,0,0,0,0,bermanfaat at,netral
Deddy Mtw,1,2025-09-04 11:01:30,sekarang susah banget cari drivernya walaupun udh di naikin tarif nya pdh aku pengguna maxim dr awal maxim ada cm skrg kaya jd lelet bgt ga kaya dulu,0,0,0,0,1,0,0,0,0,0,0,susah banget cari drivernya udh naikin tarif nya pdh pengguna maxim dr maxim cm skrg kaya jd lelet bgt ga kaya,tidak puas
Nur Rahmannita,1,2025-09-04 10:58:23,apk nggak bagus tetiba error ketika digunakan saat dibutuhkan,2,0,0,1,0,0,0,0,0,0,1,apk nggak bagus tetiba error dibutuhkan,puas
Nila Ratna,3,2025-09-04 09:46:10,pengemudinya sering minta ganti pembayaran tunai dengan alasan kaspro sering eror alamat masih belum menjangkau luas banyak yg tidak masuk,2,1,0,0,0,0,0,0,0,0,0,pengemudinya ganti pembayaran tunai alasan kaspro eror alamat menjangkau luas yg masuk,netral
Shinta Miranda,3,2025-09-04 08:59:03,saya kok tidak bisa buka aplikasi maxim saya selalu dikatakan terjadi kesalahan saya masih ada saldo di maxim wallet,0,1,0,1,0,0,0,0,0,0,0,buka aplikasi maxim kesalahan saldo maxim wallet,netral
Kitab Fikih,3,2025-09-04 08:35:04,ini gmn si ko aku udah top up tapi gak masuk,0,0,0,0,0,0,0,0,0,0,1,gmn si ko udah top up gak masuk,netral
Za Ganz,1,2025-09-04 07:00:20,anehh,0,0,0,0,0,0,0,0,0,0,0,anehh,netral
Vivi Novitasari,4,2025-09-04 05:46:49,kok aplikasinya sudah tidak di dukung ya apakah maxim tutup,0,0,0,0,0,0,0,0,0,0,0,aplikasinya dukung ya maxim tutup,netral
Ahmad Matin,2,2025-09-04 04:48:49,anyep kgk ada orderannya terlalu mengutamakan penjualan atribut orderan sepi mah kgk di fikirin,2,0,0,0,0,0,0,0,0,0,0,anyep kgk orderannya mengutamakan penjualan atribut orderan sepi mah kgk fikirin,netral
M Hadi Kurniawan,2,2025-09-04 04:46:16,trauma naik maxim drivernya bau badan mana perjalanan jauh lagii,0,0,0,0,1,0,0,0,0,0,0,trauma maxim drivernya bau badan perjalanan lagii,netral
ummul khaerah,1,2025-09-04 04:20:18,maxim tolong dievaluasi kembali drivernya banyak oknum driver yang selalu minta tambahan biaya dengan berbagai alasan bahkan mereka minta tambahan biaya dengan alasan mau mnyalakan ac padahal saya tidak meminta antar produk dengan alasan produknya masih dipacking padahal kami sdah kontakan langsung dengan pemilik produk yg mngatakan barang sisa di ambil tolong disiplinkan para oknum sya masih berbaik hati tdk memberi ulasan langsung ke driver nya terima kasih,4,0,1,0,1,0,1,0,1,0,0,maxim tolong dievaluasi drivernya oknum driver tambahan biaya alasan tambahan biaya alasan mnyalakan ac produk alasan produknya dipacking sdah kontakan langsung pemilik produk yg mngatakan barang sisa ambil tolong disiplinkan oknum sya berbaik hati tdk ulasan langsung driver nya terima kasih,netral
Anwar Herdianto,5,2025-09-04 04:02:08,mau daftar jd drever dong,0,0,0,0,0,0,0,0,0,0,0,daftar jd drever,netral
OSCAR GAMING,1,2025-09-04 03:58:11,aplikasi sering eror lagi mesan tiba tiba jadi 2 orderan tapi di aplikasi cuman 1 orderan,0,0,0,0,0,0,0,0,0,0,0,aplikasi eror mesan orderan aplikasi cuman orderan,netral
Yanuar Pribadi,1,2025-09-04 03:34:55,tiba2 ga bisa login padahal saya pengguna lama woi ini gimana solusinya,29,0,0,1,0,0,0,1,0,0,0,ga login pengguna woi gimana solusinya,netral
